Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric
Beef - Express Personal Pan Pizza®,73.4,10.0,17.0,7.0,2.0,1.0,410.0,20.0,180.0,3.5,0.0,0.6296296296296297,0.7407407407407407,1.4430014430014428,1.8981481481481481,0.2592592592592593
Buffalo Chicken - Express Personal Pan Pizza®,77.3,5.0,22.0,7.0,2.0,1.0,570.0,15.0,160.0,2.0,0.0,0.9166666666666667,0.625,0.8116883116883117,2.96875,0.2916666666666667
Chicken-Bacon Parmesan - Express Personal Pan Pizza®,77.4,8.0,17.0,9.0,2.0,1.0,350.0,20.0,180.0,3.0,0.0,0.6296296296296297,0.7407407407407407,1.1544011544011545,1.6203703703703705,0.33333333333333337
Chicken Supreme - Express Personal Pan Pizza®,76.7,5.0,18.0,7.0,2.0,1.0,310.0,15.0,150.0,2.0,0.0,0.8,0.6666666666666667,0.8658008658008658,1.7222222222222225,0.3111111111111111
Hawaiian - Express Personal Pan Pizza®,71.4,5.0,18.0,6.0,3.0,1.0,340.0,10.0,140.0,2.0,0.0,0.8571428571428571,0.47619047619047616,0.9276437847866419,2.0238095238095237,0.28571428571428575
Hawaiian Chicken - Express Personal Pan Pizza®,77.3,5.0,18.0,8.0,3.0,1.0,350.0,15.0,150.0,2.0,0.0,0.8,0.6666666666666667,0.8658008658008658,1.9444444444444446,0.35555555555555557
Italian Sausage - Express Personal Pan Pizza®,74.3,10.0,17.0,7.0,2.0,1.0,380.0,15.0,190.0,3.5,0.0,0.5964912280701755,0.5263157894736842,1.367053998632946,1.6666666666666667,0.24561403508771928
Italian Trio - Express Personal Pan Pizza®,73.9,9.0,17.0,7.0,2.0,1.0,360.0,15.0,180.0,3.0,0.0,0.6296296296296297,0.5555555555555556,1.2987012987012987,1.6666666666666667,0.2592592592592593
Meat Lover's® - Express Personal Pan Pizza®,83.4,12.0,18.0,9.0,2.0,1.0,480.0,25.0,210.0,4.5,0.0,0.5714285714285715,0.7936507936507936,1.484230055658627,1.9047619047619047,0.28571428571428575
Pepperoni Jalapeño - Express Personal Pan Pizza®,,6.0,17.0,6.0,2.0,1.0,350.0,10.0,150.0,2.0,0.0,0.7555555555555555,0.4444444444444445,1.0389610389610389,1.9444444444444446,0.26666666666666666
Pepperoni Lover's® - Express Personal Pan Pizza®,73.5,9.0,18.0,8.0,2.0,1.0,390.0,20.0,180.0,3.5,0.0,0.6666666666666667,0.7407407407407407,1.2987012987012987,1.8055555555555556,0.29629629629629634
Super Supreme - Express Personal Pan Pizza®,91.6,12.0,18.0,9.0,2.0,1.0,480.0,25.0,210.0,4.0,0.0,0.5714285714285715,0.7936507936507936,1.484230055658627,1.9047619047619047,0.28571428571428575
Supreme - Express Personal Pan Pizza®,78.2,9.0,18.0,7.0,2.0,1.0,360.0,15.0,180.0,3.0,0.0,0.6666666666666667,0.5555555555555556,1.2987012987012987,1.6666666666666667,0.2592592592592593
Veggie Lover's® - Express Personal Pan Pizza®,73.8,5.0,18.0,6.0,2.0,1.0,290.0,10.0,140.0,2.0,0.0,0.8571428571428571,0.47619047619047616,0.9276437847866419,1.7261904761904765,0.28571428571428575
Express Pasta Pounder Chicken Alfredo (whole pan),,38.0,66.0,36.0,5.0,5.0,1340.0,80.0,750.0,11.0,0.0,0.5866666666666667,0.7111111111111111,1.3160173160173159,1.488888888888889,0.32
Express Pasta Pounder Meaty Marinara (whole pan),,31.0,78.0,33.0,14.0,5.0,1540.0,70.0,720.0,13.0,1.5,0.7222222222222223,0.6481481481481481,1.1183261183261184,1.7824074074074074,0.3055555555555555
"Bacon, Egg & Cheese Biscuit",,26.0,28.0,15.0,3.0,1.0,1300.0,160.0,410.0,12.0,0.0,0.4552845528455285,2.601626016260163,1.6471333544504276,2.642276422764228,0.24390243902439024
Egg & Cheese Biscuit,,22.0,28.0,12.0,3.0,1.0,1150.0,155.0,370.0,11.0,0.0,0.5045045045045046,2.7927927927927927,1.5444015444015444,2.59009009009009,0.21621621621621623
Express Personal Pan Breakfast Pizza - Egg & Cheese,,4.5,17.0,7.0,2.0,1.0,310.0,65.0,140.0,2.5,0.0,0.8095238095238095,3.0952380952380953,0.8348794063079776,1.8452380952380953,0.33333333333333337
"Express Personal Pan Breakfast Pizza - Egg, Bacon & Cheese",,8.0,17.0,10.0,2.0,1.0,450.0,70.0,180.0,3.5,0.0,0.6296296296296297,2.5925925925925926,1.1544011544011545,2.0833333333333335,0.37037037037037035
"Express Personal Pan Breakfast Pizza - Egg, Sausage & Cheese",,10.0,17.0,9.0,2.0,1.0,430.0,75.0,190.0,4.0,0.0,0.5964912280701755,2.6315789473684212,1.367053998632946,1.8859649122807018,0.31578947368421056
"Express Personal Pan Breakfast Pizza - Egg, Sausage, Bacon & Cheese",,9.0,17.0,10.0,2.0,1.0,450.0,75.0,190.0,4.0,0.0,0.5964912280701755,2.6315789473684212,1.2303485987696514,1.9736842105263157,0.3508771929824561
Express Small Hand Tossed Breakfast Pizza - Egg & Cheese,,8.0,79.0,11.0,1.0,2.0,410.0,80.0,240.0,4.0,0.0,2.1944444444444446,2.2222222222222223,0.8658008658008658,1.4236111111111112,0.3055555555555555
"Express Small Hand Tossed Breakfast Pizza - Egg, Bacon & Cheese",,12.0,30.0,13.0,1.0,2.0,500.0,85.0,280.0,5.0,0.0,0.7142857142857143,2.0238095238095237,1.1131725417439704,1.4880952380952381,0.30952380952380953
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage & Cheese",,16.0,30.0,14.0,1.0,2.0,590.0,95.0,320.0,7.0,0.0,0.625,1.9791666666666667,1.2987012987012987,1.5364583333333335,0.2916666666666667
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage, Bacon & Cheese",,15.0,30.0,14.0,1.0,2.0,550.0,90.0,310.0,6.0,0.0,0.6451612903225806,1.9354838709677422,1.2568077084206115,1.478494623655914,0.3010752688172043
"Sausage, Egg & Cheese Biscuit",,40.0,28.0,20.0,3.0,1.0,1490.0,195.0,550.0,17.0,0.5,0.3393939393939394,2.3636363636363638,1.8890200708382525,2.257575757575758,0.24242424242424243
Sausage Biscuit,,28.0,25.0,12.0,1.0,1.0,900.0,40.0,400.0,11.0,0.0,0.4166666666666667,0.6666666666666667,1.8181818181818183,1.875,0.2
